Model,Best Threshold,Accuracy,Precision,Recall,F1-Score,ROC-AUC,scale_pos_weight,Best n_estimators,Best max_depth,Best learning_rate,Best subsample,Best colsample_bytree,Best min_child_weight,Best gamma,Best reg_alpha,Best reg_lambda
XGBoost,0.6149,0.9022,0.543,0.8308,0.6567,0.9504,7.88,500,6,0.1,0.9,0.6,10,0.1,0.1,1.0
